work_year,experience_level,employment_type,job_title,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
2023,2,2,33,75,100,70,1,70000
2023,0,2,33,75,0,70,1,85000
2023,0,2,33,75,0,70,1,65000
2023,3,2,47,75,100,70,1,138784
2023,3,2,47,75,100,70,1,83270
2023,0,2,25,75,0,70,1,75000
2023,0,2,25,75,0,70,1,70000
2023,3,2,25,75,0,70,1,204500
2023,3,2,25,75,0,70,1,138900
2023,3,2,69,75,100,70,1,318300
2023,3,2,69,75,100,70,1,212200
2023,3,2,33,75,100,70,1,95000
2023,3,2,33,75,100,70,1,75000
2023,3,2,47,75,0,70,1,195000
2023,3,2,47,75,0,70,1,160000
2023,3,2,4,75,0,70,1,230000
2023,3,2,4,75,0,70,1,143200
2023,2,2,33,75,100,70,1,100000
2023,2,2,33,75,100,70,1,70000
2023,2,2,17,75,50,70,0,105000
2023,2,2,5,39,100,38,0,20670
2023,2,2,25,29,0,28,1,46178
2023,2,2,25,29,0,28,1,42533
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,115000
2023,3,2,25,75,0,70,1,168400
2023,3,2,25,75,0,70,1,105200
2023,3,2,8,75,0,70,0,309400
2023,3,2,8,75,0,70,0,159100
2023,3,2,69,75,0,70,1,190000
2023,3,2,69,75,0,70,1,150000
2023,2,2,33,75,0,70,1,162500
2023,2,2,33,75,0,70,1,130000
2023,3,2,4,75,100,70,1,150000
2023,3,2,4,75,100,70,1,120000
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,120000
2023,3,2,8,75,0,70,0,222200
2023,3,2,8,75,0,70,0,136000
2023,3,2,25,12,100,13,1,54685
2023,3,2,25,12,100,13,1,42533
2023,3,2,33,75,0,70,1,241000
2023,3,2,33,75,0,70,1,155000
2023,3,2,33,75,100,70,1,220000
2023,3,2,33,75,100,70,1,190000
2023,2,2,47,29,0,28,1,66837
2023,2,2,47,29,0,28,1,54685
2020,1,2,91,56,0,12,1,15000
2023,2,2,55,29,100,28,1,85066
2023,2,2,55,29,100,28,1,57723
2023,0,2,25,75,100,70,1,85000
2023,0,2,25,75,100,70,1,75000
2023,3,2,33,75,0,70,1,160000
2023,3,2,33,75,0,70,1,140000
2023,2,2,69,75,0,70,1,300000
2023,2,2,69,75,0,70,1,250000
2023,3,2,47,75,0,70,1,228000
2023,3,2,47,75,0,70,1,186000
2023,3,2,47,75,0,70,1,190000
2023,3,2,47,75,0,70,1,170000
2023,2,2,88,75,0,70,1,230000
2023,2,2,88,75,0,70,1,200000
2023,3,2,31,75,100,70,1,180000
2023,3,2,31,75,100,70,1,115000
2023,3,2,31,75,100,70,1,200000
2023,3,2,31,75,100,70,1,115000
2023,3,2,32,28,50,27,2,53654
2023,1,2,33,75,0,70,1,220000
2023,1,2,33,75,0,70,1,205000
2023,2,2,33,75,0,70,1,180000
2023,2,2,33,75,0,70,1,130000
2023,3,2,33,75,100,70,1,200000
2023,3,2,33,75,100,70,1,150000
2023,3,2,23,75,0,70,1,215000
2023,3,2,23,75,0,70,1,170000
2023,3,2,69,75,0,70,1,247500
2023,3,2,69,75,0,70,1,172200
2023,3,2,47,11,0,12,1,224000
2023,3,2,47,11,0,12,1,176000
2023,3,2,25,75,100,70,1,120000
2023,3,2,25,75,100,70,1,75000
2023,0,2,33,39,100,38,0,17022
2023,3,2,5,5,100,26,1,68318
2023,2,2,1,27,0,26,1,75020
2023,3,2,25,75,0,70,1,140000
2023,3,2,25,75,0,70,1,120000
2023,3,2,33,75,0,70,1,128000
2023,3,2,33,75,0,70,1,81500
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,115000
2023,3,2,33,75,0,70,1,185000
2023,3,2,33,75,0,70,1,140000
2023,1,2,58,75,0,70,1,329500
2023,1,2,58,75,0,70,1,269600
2023,3,2,41,75,0,70,1,100000
2023,3,2,41,75,0,70,1,80000
2023,3,2,47,75,0,70,1,250000
2023,3,2,47,75,0,70,1,162500
2023,2,2,1,75,100,70,1,200000
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,100000
2023,1,2,33,75,0,70,1,145000
2023,1,2,33,75,0,70,1,115000
2023,3,2,47,75,0,70,1,203500
2023,3,2,47,75,0,70,1,152000
2023,3,2,47,75,0,70,0,239000
2023,3,2,47,75,0,70,0,122900
2023,3,2,47,75,0,70,1,237000
2023,3,2,47,75,0,70,1,145000
2023,3,2,45,75,0,70,1,191765
2023,3,2,45,75,0,70,1,134236
2023,3,2,4,75,100,70,1,190000
2023,3,2,4,75,100,70,1,112000
2022,3,2,47,26,100,28,0,88256
2023,0,2,33,75,0,70,1,85000
2023,0,2,33,75,0,70,1,65000
2023,3,2,25,75,0,70,1,135000
2023,3,2,25,75,0,70,1,105500
2023,3,2,88,75,0,70,1,293000
2023,3,2,88,75,0,70,1,185000
2023,3,2,25,75,0,70,1,80000
2023,3,2,25,75,0,70,1,70000
2023,3,2,33,75,100,70,1,220000
2023,3,2,33,75,100,70,1,160000
2023,3,2,47,75,100,70,1,175000
2023,3,2,47,75,100,70,1,145000
2023,3,2,25,75,0,70,1,200000
2023,3,2,25,75,0,70,1,148500
2023,3,2,47,26,0,25,1,48289
2023,3,2,47,26,0,25,1,38631
2023,3,2,33,75,0,70,0,240500
2023,3,2,33,75,0,70,0,123700
2023,3,2,4,75,100,70,1,152900
2023,3,2,4,75,100,70,1,117100
2023,3,2,4,75,100,70,1,173000
2023,3,2,4,75,100,70,1,113000
2023,3,2,8,75,0,70,0,260000
2023,3,2,8,75,0,70,0,136000
2023,1,2,33,75,0,70,1,175000
2023,1,2,33,75,0,70,1,110000
2023,3,2,8,75,0,70,0,260000
2023,3,2,8,75,0,70,0,136000
2023,3,2,89,75,100,70,1,130000
2023,3,2,89,75,100,70,1,110000
2023,3,2,8,75,100,70,1,205000
2023,3,2,8,75,100,70,1,184000
2023,3,2,25,75,100,70,1,149500
2023,3,2,25,75,100,70,1,127075
2023,3,2,47,75,0,70,1,195000
2023,3,2,47,75,0,70,1,160000
2023,3,2,33,75,100,70,1,219535
2023,3,2,33,75,100,70,1,146115
2023,3,2,47,75,0,70,1,170000
2023,3,2,47,75,0,70,1,135000
2023,3,2,47,75,100,70,1,175000
2023,3,2,47,75,100,70,1,145000
2023,3,2,47,75,0,70,1,199000
2023,3,2,47,75,0,70,1,162000
2023,3,2,8,75,0,70,0,222200
2023,3,2,8,75,0,70,0,136000
2023,1,2,4,75,100,70,1,221000
2023,1,2,4,75,100,70,1,153000
2023,3,2,25,75,0,70,1,187000
2023,3,2,25,75,0,70,1,128000
2023,3,2,89,75,0,70,1,210000
2023,3,2,89,75,0,70,1,136000
2023,3,2,47,75,100,70,1,175000
2023,3,2,47,75,100,70,1,100000
2023,3,2,33,75,0,70,1,179000
2023,3,2,33,75,0,70,1,109000
2023,3,2,47,75,0,70,1,245000
2023,3,2,47,75,0,70,1,180000
2023,3,2,25,75,100,70,1,142000
2023,3,2,25,75,100,70,1,75000
2023,3,2,37,75,0,70,1,198800
2023,3,2,37,75,0,70,1,105200
2023,3,2,25,75,100,70,1,125000
2023,3,2,25,75,100,70,1,112000
2023,3,2,47,75,0,70,1,210000
2023,3,2,47,75,0,70,1,155000
2023,3,2,37,75,100,70,1,115000
2023,3,2,37,75,100,70,1,86000
2023,3,2,47,75,0,70,1,165000
2023,3,2,47,75,0,70,1,140000
2023,3,2,25,75,0,70,1,139000
2023,3,2,25,75,0,70,1,106000
2023,0,2,25,11,0,12,0,40663
2022,3,2,1,11,0,12,2,275000
2023,3,1,73,74,50,69,2,50000
2023,2,2,69,75,100,70,1,280700
2023,2,2,69,75,100,70,1,150450
2023,0,2,47,11,100,12,0,51753
2023,3,2,31,75,0,70,1,250500
2023,3,2,31,75,0,70,1,159500
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,115000
2023,3,2,25,75,0,70,1,140000
2023,3,2,25,75,0,70,1,120000
2023,0,2,47,75,100,70,1,130001
2023,0,2,47,75,100,70,1,71907
2023,2,2,47,75,100,70,1,93918
2023,2,2,47,75,100,70,1,51962
2023,3,2,25,11,100,12,1,175000
2023,3,2,25,11,100,12,1,135000
2023,0,2,33,75,0,70,1,85000
2023,0,2,33,75,0,70,1,65000
2023,3,2,69,75,0,70,1,257000
2023,3,2,69,75,0,70,1,147000
2023,3,2,33,75,100,70,1,222000
2023,3,2,33,75,100,70,1,175000
2023,3,2,47,75,100,70,1,203000
2023,3,2,47,75,100,70,1,133200
2023,0,2,8,75,0,70,0,213660
2023,0,2,8,75,0,70,0,130760
2023,3,2,33,75,0,70,1,221000
2023,3,2,33,75,0,70,1,147000
2023,3,2,41,75,0,70,1,100000
2023,3,2,41,75,0,70,1,80000
2023,3,2,47,75,0,70,1,185900
2023,3,2,47,75,0,70,1,129300
2023,3,2,47,75,100,70,1,238000
2023,3,2,47,75,100,70,1,156000
2023,3,2,69,75,100,70,1,304000
2023,3,2,69,75,100,70,1,199000
2023,2,2,16,26,100,25,1,48289
2023,3,2,33,75,0,70,1,150000
2023,3,2,33,75,0,70,1,130000
2023,3,2,47,75,100,70,1,140000
2023,3,2,47,75,100,70,1,110000
2023,2,2,25,75,0,70,1,90000
2023,2,2,25,75,0,70,1,75000
2023,2,2,89,29,0,28,1,195895
2023,2,2,89,29,0,28,1,102772
2023,3,2,33,75,0,70,1,240000
2023,3,2,33,75,0,70,1,183600
2023,2,2,49,75,0,70,1,130000
2023,2,2,49,75,0,70,1,80000
2023,3,2,33,75,0,70,1,250000
2023,3,2,33,75,0,70,1,150000
2023,3,2,29,75,100,70,1,160000
2023,3,2,29,75,100,70,1,120000
2023,3,2,69,75,0,70,1,289076
2023,3,2,69,75,0,70,1,202353
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,120000
2023,3,2,25,75,0,70,1,155000
2023,3,2,25,75,0,70,1,106000
2023,3,2,33,75,0,70,1,200000
2023,3,2,33,75,0,70,1,160000
2023,3,2,47,75,100,70,1,157750
2023,3,2,47,75,100,70,1,104650
2023,2,2,47,75,100,70,1,180000
2023,2,2,47,75,100,70,1,140000
2023,1,2,47,75,0,70,1,200000
2023,1,2,47,75,0,70,1,145000
2023,2,2,62,75,0,70,0,68000
2023,0,2,13,75,100,70,1,60000
2023,3,2,47,26,0,25,1,48289
2023,3,2,47,26,0,25,1,38631
2023,0,2,33,75,0,70,1,85000
2023,0,2,33,75,0,70,1,65000
2023,2,2,33,75,0,70,1,125000
2023,2,2,33,75,0,70,1,90000
2023,3,2,25,75,100,70,1,105000
2023,3,2,25,75,100,70,1,90000
2023,3,2,4,75,0,70,1,179820
2023,3,2,4,75,0,70,1,143860
2023,3,2,25,75,0,70,1,135000
2023,3,2,25,75,0,70,1,105500
2023,0,2,88,75,0,70,1,155000
2023,0,2,88,75,0,70,1,125000
2023,3,2,69,75,0,70,1,241000
2023,3,2,69,75,0,70,1,181000
2023,3,2,47,75,0,70,1,252000
2023,3,2,47,75,0,70,1,154000
2023,1,2,31,75,0,70,1,180000
2023,1,2,31,75,0,70,1,155000
2023,3,2,47,75,0,70,1,191765
2023,3,2,47,75,0,70,1,134236
2023,3,2,47,75,100,70,1,175000
2023,3,2,47,75,100,70,1,145000
2023,3,2,47,75,100,70,1,237000
2023,3,2,47,75,100,70,1,145000
2023,0,2,88,75,0,70,1,155000
2023,0,2,88,75,0,70,1,125000
2023,3,2,25,75,0,70,1,80000
2023,3,2,25,75,0,70,1,70000
2023,3,2,33,75,0,70,1,146000
2023,3,2,33,75,0,70,1,75000
2023,0,2,25,75,100,70,1,64200
2023,0,2,25,75,100,70,1,56100
2023,3,2,69,75,0,70,1,170000
2023,3,2,69,75,0,70,1,130000
2023,3,2,25,75,100,70,1,208450
2023,3,2,25,75,100,70,1,170550
2023,3,2,69,75,0,70,1,125000
2023,3,2,69,75,0,70,1,100000
2023,2,2,37,75,0,70,1,135000
2023,2,2,37,75,0,70,1,120000
2023,3,2,47,75,100,70,1,200000
2023,3,2,47,75,100,70,1,170000
2023,3,2,47,37,0,36,1,171250
2023,3,2,47,37,0,36,1,113750
2023,3,2,8,75,0,70,0,222200
2023,3,2,8,75,0,70,0,136000
2023,3,2,8,75,0,70,0,260000
2023,3,2,8,75,0,70,0,136000
2023,3,2,25,75,0,70,1,153600
2023,3,2,25,75,0,70,1,100500
2023,3,2,8,75,100,70,1,205000
2023,3,2,8,75,100,70,1,184000
2023,3,2,69,11,100,12,1,115000
2023,3,2,69,11,100,12,1,95000
2023,2,2,25,75,0,70,1,182500
2023,2,2,25,75,0,70,1,121500
2023,3,2,33,75,0,70,1,203100
2023,3,2,33,75,0,70,1,114500
2023,2,2,25,29,0,28,1,72914
2023,2,2,25,29,0,28,1,54685
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,0,2,33,75,100,70,1,92700
2023,0,2,33,75,100,70,1,61800
2023,3,2,33,75,100,70,1,160000
2023,3,2,33,75,100,70,1,130000
2023,3,2,47,11,0,12,1,258000
2023,3,2,47,11,0,12,1,190000
2023,3,2,47,75,0,70,1,170000
2023,3,2,47,75,0,70,1,135000
2023,2,2,31,75,0,70,1,167500
2023,2,2,31,75,0,70,1,106500
2023,3,2,47,75,0,70,1,195000
2023,3,2,47,75,0,70,1,160000
2023,2,2,33,75,0,70,1,146000
2023,2,2,33,75,0,70,1,75000
2022,0,2,33,57,100,54,0,59888
2023,1,2,33,75,100,70,1,286000
2023,1,2,33,75,100,70,1,207000
2023,3,2,25,75,100,70,1,100000
2023,3,2,25,75,100,70,1,80000
2023,3,2,33,75,0,70,1,223250
2023,3,2,33,75,0,70,1,178600
2023,1,2,53,75,0,70,1,353200
2023,1,2,53,75,0,70,1,249300
2023,2,2,74,75,0,70,1,230000
2023,2,2,74,75,0,70,1,220000
2023,3,2,47,75,100,70,1,297300
2023,3,2,47,75,100,70,1,198200
2023,2,2,89,75,100,70,1,210000
2023,2,2,89,75,100,70,1,151800
2023,3,2,47,75,100,70,1,200000
2023,3,2,47,75,100,70,1,170000
2023,3,2,47,75,0,70,1,317070
2023,3,2,47,75,0,70,1,170730
2023,3,2,33,75,0,70,1,128000
2023,3,2,33,75,0,70,1,81500
2023,0,2,17,26,0,25,1,21461
2023,3,2,1,74,0,69,1,108000
2023,3,2,1,74,0,69,1,60000
2023,2,2,67,75,100,70,1,134000
2023,2,2,67,75,100,70,1,124000
2023,3,2,33,75,0,70,1,171250
2023,3,2,33,75,0,70,1,113750
2023,3,2,33,75,0,70,1,165000
2023,3,2,33,75,0,70,1,132300
2023,3,2,47,75,0,70,1,225000
2023,3,2,47,75,0,70,1,175000
2023,3,2,33,75,0,70,1,230000
2023,3,2,33,75,0,70,1,124500
2023,3,2,69,75,0,70,1,247500
2023,3,2,69,75,0,70,1,172200
2023,3,2,25,75,0,70,1,175000
2023,3,2,25,75,0,70,1,145000
2023,3,2,25,75,0,70,1,148700
2023,3,2,25,75,0,70,1,125600
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,115000
2023,3,2,89,75,0,70,1,200000
2023,3,2,89,75,0,70,1,150000
2023,0,2,88,75,0,70,1,160000
2023,0,2,88,75,0,70,1,120000
2023,3,2,25,75,100,70,1,185000
2023,3,2,25,75,100,70,1,120250
2023,3,2,47,75,100,70,1,275300
2023,3,2,47,75,100,70,1,183000
2023,3,2,31,75,100,70,1,170000
2023,3,2,31,75,100,70,1,125000
2023,2,2,31,75,0,70,1,167500
2023,2,2,31,75,0,70,1,106500
2023,3,2,89,75,0,70,1,250000
2023,3,2,89,75,0,70,1,200000
2023,2,2,69,75,50,70,0,135000
2023,3,2,3,38,0,37,0,423834
2023,3,2,69,75,100,70,1,216000
2023,3,2,69,75,100,70,1,184000
2023,3,2,33,75,100,70,1,180000
2023,3,2,33,75,100,70,1,165000
2023,3,2,47,75,0,70,1,185900
2023,3,2,47,75,0,70,1,129300
2023,3,2,33,75,0,70,1,145000
2023,3,2,33,75,0,70,1,120000
2023,2,2,33,75,0,70,1,143865
2023,2,2,33,75,0,70,1,115092
2023,2,2,69,75,0,70,1,130000
2023,2,2,69,75,0,70,1,90000
2023,3,2,47,75,100,70,1,173000
2023,3,2,47,75,100,70,1,132000
2023,3,2,25,75,0,70,1,208049
2023,3,2,25,75,0,70,1,128500
2023,3,2,4,75,0,70,1,179820
2023,3,2,4,75,0,70,1,143860
2023,3,2,33,75,0,70,1,167500
2023,3,2,33,75,0,70,1,106500
2023,3,2,47,75,100,70,1,275300
2023,3,2,47,75,100,70,1,183500
2023,2,2,33,75,0,70,1,149600
2023,2,2,33,75,0,70,1,102000
2023,1,2,47,75,0,70,1,145000
2023,1,2,47,75,0,70,1,100000
2023,3,2,25,75,100,70,1,190000
2023,3,2,25,75,100,70,1,95000
2023,3,2,25,75,0,70,1,153600
2023,3,2,25,75,0,70,1,106800
2023,2,2,47,37,0,36,1,96578
2023,2,2,47,37,0,36,1,80481
2023,2,2,25,75,0,70,1,128000
2023,2,2,25,75,0,70,1,85000
2023,2,2,33,75,0,70,1,151000
2023,2,2,33,75,0,70,1,140000
2023,3,2,47,75,100,70,1,275300
2023,3,2,47,75,100,70,1,183500
2023,3,2,74,75,0,70,1,220000
2023,3,2,74,75,0,70,1,170000
2023,3,2,25,75,0,70,1,135000
2023,3,2,25,75,0,70,1,105500
2023,3,2,25,75,100,70,1,100000
2023,3,2,25,75,100,70,1,80000
2023,0,2,9,30,0,29,2,7000
2023,0,2,7,20,50,20,1,42923
2023,3,2,33,11,100,12,1,160000
2023,3,2,33,11,100,12,1,145000
2023,2,2,25,75,0,70,1,154000
2023,2,2,25,75,0,70,1,143000
2023,2,2,47,29,0,28,1,78990
2023,2,2,47,29,0,28,1,51039
2023,0,2,47,75,0,70,1,190000
2023,0,2,47,75,0,70,1,120000
2023,2,2,47,29,0,28,1,85066
2023,2,2,47,29,0,28,1,51039
2023,2,2,47,29,0,28,1,109371
2023,2,2,47,29,0,28,1,72914
2023,3,2,33,75,0,70,1,150000
2023,3,2,33,75,0,70,1,111000
2023,1,2,33,75,0,70,1,265000
2023,1,2,33,75,0,70,1,235000
2023,0,2,47,13,50,14,0,121093
2022,2,2,47,20,100,20,1,73546
2023,3,2,33,75,100,70,1,160000
2023,3,2,33,75,100,70,1,130000
2023,2,2,33,75,100,70,1,75000
2023,2,2,33,75,100,70,1,60400
2023,0,2,25,75,100,70,1,85000
2023,0,2,25,75,100,70,1,75000
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,0,2,33,75,100,70,1,92700
2023,0,2,33,75,100,70,1,61800
2022,3,2,64,37,100,36,0,172309
2023,2,2,47,4,100,20,1,60093
2023,2,2,25,75,100,70,1,83500
2023,2,2,25,75,100,70,1,52500
2023,3,2,47,75,0,70,1,201036
2023,3,2,47,75,0,70,1,134024
2023,3,2,25,75,100,70,1,165000
2023,3,2,25,75,100,70,1,140000
2023,0,2,33,75,100,70,1,62000
2023,0,2,33,75,100,70,1,58000
2023,3,2,47,75,0,70,1,172000
2023,3,2,47,75,0,70,1,115000
2023,0,2,33,75,0,70,1,125000
2023,0,2,33,75,0,70,1,90000
2023,3,2,33,75,0,70,1,163800
2023,3,2,33,75,0,70,1,126000
2023,3,2,47,75,100,70,1,237000
2023,3,2,47,75,100,70,1,145000
2023,2,2,33,75,100,70,1,90000
2023,2,2,33,75,100,70,1,90000
2023,3,2,33,75,0,70,1,139500
2023,3,2,33,75,0,70,1,109400
2023,3,2,47,11,0,12,1,258000
2023,3,2,47,11,0,12,1,190000
2023,2,2,33,75,0,70,1,145000
2023,2,2,33,75,0,70,1,120000
2023,3,2,33,75,0,70,0,205600
2023,3,2,33,75,0,70,0,105700
2023,3,2,33,75,0,70,1,252000
2023,3,2,33,75,0,70,1,129000
2023,3,2,47,75,0,70,1,239748
2023,3,2,47,75,0,70,1,159832
2023,3,2,47,75,100,70,1,186300
2023,3,2,47,75,100,70,1,102500
2023,3,2,33,75,0,70,1,165000
2023,3,2,33,75,0,70,1,132300
2023,3,2,47,75,0,70,1,190000
2023,3,2,47,75,0,70,1,126000
2023,3,2,31,75,100,70,1,149040
2023,3,2,31,75,100,70,1,113900
2023,3,2,33,75,100,70,1,153600
2023,3,2,33,75,100,70,1,106800
2023,3,2,33,75,100,70,1,172600
2023,3,2,33,75,100,70,1,107900
2023,3,2,25,75,0,70,1,180180
2023,3,2,25,75,0,70,1,106020
2023,3,2,31,75,100,70,1,376080
2023,3,2,31,75,100,70,1,213120
2023,3,2,25,75,0,70,1,153600
2023,3,2,25,75,0,70,1,100500
2023,3,2,25,75,100,70,1,206500
2023,3,2,25,75,100,70,1,121600
2023,3,2,33,75,0,70,1,260000
2023,3,2,33,75,0,70,1,225000
2023,1,2,33,75,0,70,1,194500
2023,1,2,33,75,0,70,1,115500
2023,3,2,21,75,100,70,0,170000
2023,3,2,7,75,100,70,0,90000
2023,0,2,25,75,100,70,1,95000
2023,0,2,25,75,100,70,1,70000
2023,3,2,33,75,0,70,1,275000
2023,3,2,33,75,0,70,1,160000
2023,3,2,25,75,100,70,1,115934
2023,3,2,25,75,100,70,1,81666
2023,3,2,47,75,0,70,1,175000
2023,3,2,47,75,0,70,1,120000
2023,3,2,69,75,100,70,1,150000
2023,3,2,69,75,100,70,1,120000
2023,3,2,88,75,0,70,1,200000
2023,3,2,88,75,0,70,1,175000
2023,2,2,25,75,0,70,1,206000
2023,2,2,25,75,0,70,1,130000
2023,3,2,31,29,100,28,1,138000
2023,3,2,31,29,100,28,1,92000
2023,3,2,37,16,0,17,1,65000
2023,3,2,37,16,0,17,1,48000
2023,3,2,25,75,100,70,1,110000
2023,3,2,25,75,100,70,1,75000
2023,3,2,4,75,0,70,1,130000
2023,3,2,4,75,0,70,1,87000
2023,2,2,25,75,0,70,1,160000
2023,2,2,25,75,0,70,1,112000
2023,2,2,33,75,0,70,1,162500
2023,2,2,33,75,0,70,1,130000
2023,3,2,45,75,0,70,1,299500
2023,3,2,45,75,0,70,1,245100
2023,2,2,47,75,0,70,1,145000
2023,2,2,47,75,0,70,1,100000
2023,3,2,33,75,0,70,1,147100
2023,3,2,33,75,0,70,1,90700
2023,0,2,33,75,0,70,1,115100
2023,0,2,33,75,0,70,1,73900
